id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CgPICR_018485_choSartG00000071624	6	1.3261e-11	2.7538e-07	0.000121	1	6	-3.0339	1.0	1.0	1.0	17977	0	0
NA_choSartG00000024928	6	2.7081e-11	2.7538e-07	0.000121	2	6	-2.9391	1.0	1.0	1.0	17976	0	0
NA_choSartG00000042240	6	5.9758e-10	2.7538e-07	0.000121	3	6	-2.7269	1.0	1.0	1.0	17921	0	0
RPL3_choSartG00000007122	6	8.4044e-10	2.7538e-07	0.000121	4	6	-2.8352	1.0	1.0	1.0	17975	0	0
PSMD6_choSartG00000061723	6	1.4827e-09	2.7538e-07	0.000121	5	6	-2.3217	1.0	1.0	1.0	17974	0	0
ATP1B3_choSartG00000023891	6	2.304e-09	2.7538e-07	0.000121	6	6	-2.4596	1.0	1.0	1.0	17973	0	0
GNB2L1_choSartG00000038411	6	2.7898e-09	2.7538e-07	0.000121	7	6	-2.4833	1.0	1.0	1.0	17972	0	0
DDX55_choSartG00000021009	6	5.5987e-09	2.7538e-07	0.000121	8	6	-2.1628	1.0	1.0	1.0	17971	0	0
CgPICR_016198_choSartG00000056717	6	5.6865e-09	2.7538e-07	0.000121	9	6	-2.8334	1.0	1.0	1.0	17970	0	0
WDR82_choSartG00000024186	6	6.4156e-09	2.7538e-07	0.000121	10	6	-2.818	1.0	1.0	1.0	17969	0	0
CgPICR_021337_choSartG00000055867	6	6.6557e-09	2.7538e-07	0.000121	11	6	-2.7742	1.0	1.0	1.0	17968	0	0
NA_choSartG00000048793	6	6.8255e-09	2.7538e-07	0.000121	12	6	-2.3177	1.0	1.0	1.0	17967	0	0
MRPL4_choSartG00000072148	6	9.3953e-09	2.7538e-07	0.000121	13	6	-1.9714	1.0	1.0	1.0	17966	0	0
RNF216_choSartG00000046078	6	1.2841e-08	2.7538e-07	0.000121	14	6	-2.2777	1.0	1.0	1.0	17965	0	0
CgPICR_013023_choSartG00000028467	6	1.3179e-08	2.7538e-07	0.000121	15	6	-1.9458	1.0	1.0	1.0	17964	0	0
CHTOP_choSartG00000046148	5	1.5037e-08	2.7538e-07	0.000121	16	5	-2.9096	1.0	1.0	1.0	17880	0	0
POLR2I_choSartG00000065863	6	1.8527e-08	2.7538e-07	0.000121	17	6	-2.4891	1.0	1.0	1.0	17963	0	0
RPL27A_choSartG00000012350	6	1.8985e-08	2.7538e-07	0.000121	18	6	-2.4306	1.0	1.0	1.0	17962	0	0
EEF1A1_choSartG00000019372	6	1.9187e-08	2.7538e-07	0.000121	19	6	-2.1113	1.0	1.0	1.0	17961	0	0
CgPICR_014528_choSartG00000051871	6	2.1177e-08	2.7538e-07	0.000121	20	6	-2.1878	1.0	1.0	1.0	17960	0	0
COX6C2_choSartG00000047122	6	2.1916e-08	2.7538e-07	0.000121	21	6	-2.2732	1.0	1.0	1.0	17959	0	0
DNM2_choSartG00000072188	6	2.2005e-08	2.7538e-07	0.000121	22	5	-2.4687	0.99939	0.9994	1.0	16957	0	0
RPL11_choSartG00000001112	6	2.3432e-08	2.7538e-07	0.000121	23	6	-1.8454	1.0	1.0	1.0	17958	0	0
RAD51_choSartG00000033382	6	2.3673e-08	2.7538e-07	0.000121	24	6	-2.0916	1.0	1.0	1.0	17957	0	0
PPM1F_choSartG00000019548	6	2.6596e-08	2.7538e-07	0.000121	25	6	-1.9511	1.0	1.0	1.0	17956	0	0
SMG5_choSartG00000052547	6	2.9813e-08	2.7538e-07	0.000121	26	6	-1.8449	1.0	1.0	1.0	17955	0	0
PRPF38B_choSartG00000051577	6	3.7865e-08	2.7538e-07	0.000121	27	6	-2.4033	1.0	1.0	1.0	17954	0	0
BRD4_choSartG00000028237	6	3.9208e-08	2.7538e-07	0.000121	28	6	-1.8163	1.0	1.0	1.0	17953	0	0
NA_choSartG00000072082	6	4.0192e-08	2.7538e-07	0.000121	29	5	-3.1141	0.99907	0.99907	1.0	16831	0	0
CgPICR_020489_choSartG00000070227	6	4.0551e-08	2.7538e-07	0.000121	30	6	-2.4593	0.99999	0.99999	1.0	17673	0	0
HMGB1_choSartG00000066310	6	4.1898e-08	2.7538e-07	0.000121	31	6	-2.0043	1.0	1.0	1.0	17952	0	0
HMGB1_choSartG00000064735	6	4.1898e-08	2.7538e-07	0.000121	32	6	-2.0043	1.0	1.0	1.0	17951	0	0
HMGB1_choSartG00000064730	6	4.1898e-08	2.7538e-07	0.000121	33	6	-2.0043	1.0	1.0	1.0	17950	0	0
TCEB3B_choSartG00000046676	6	4.4404e-08	2.7538e-07	0.000121	34	6	-2.2992	0.99998	0.99998	1.0	17584	0	0
ATP6V0C_choSartG00000037888	6	4.5069e-08	2.7538e-07	0.000121	35	6	-2.6271	1.0	1.0	1.0	17949	0	0
NA_choSartG00000001816	6	5.2295e-08	2.7538e-07	0.000121	36	6	-1.9932	1.0	1.0	1.0	17948	0	0
BIRC5_choSartG00000041898	6	6.2335e-08	2.7538e-07	0.000121	37	6	-2.1117	1.0	1.0	1.0	17947	0	0
EIF2B5_choSartG00000019284	6	6.2825e-08	2.7538e-07	0.000121	38	6	-1.8737	1.0	1.0	1.0	17946	0	0
PSMD8_choSartG00000045850	6	6.4313e-08	2.7538e-07	0.000121	39	6	-2.3142	1.0	1.0	1.0	17945	0	0
MAD2L1_choSartG00000044713	6	7.3621e-08	2.7538e-07	0.000121	40	6	-1.7325	1.0	1.0	1.0	17944	0	0
CgPICR_019487_choSartG00000070474	6	7.5892e-08	2.7538e-07	0.000121	41	6	-1.8341	1.0	1.0	1.0	17943	0	0
HMBS_choSartG00000022603	6	8.6063e-08	8.2614e-07	0.00028	42	6	-1.5489	1.0	1.0	1.0	17942	0	0
PSMC1_choSartG00000028678	6	8.6775e-08	8.2614e-07	0.00028	43	6	-2.0331	1.0	1.0	1.0	17941	0	0
NA_choSartG00000058580	6	9.3333e-08	8.2614e-07	0.00028	44	6	-2.3527	0.99991	0.99991	1.0	17353	0	0
RPL19_choSartG00000040903	6	9.4857e-08	8.2614e-07	0.00028	45	6	-2.1811	1.0	1.0	1.0	17940	0	0
SNW1_choSartG00000028837	6	1.0383e-07	8.2614e-07	0.00028	46	6	-1.8973	0.99995	0.99995	1.0	17473	0	0
CDK12_choSartG00000040915	6	1.0414e-07	8.2614e-07	0.00028	47	6	-1.9528	1.0	1.0	1.0	17939	0	0
NA_choSartG00000015109	6	1.048e-07	8.2614e-07	0.00028	48	6	-1.7849	1.0	1.0	1.0	17938	0	0
DPAGT1_choSartG00000022600	6	1.0949e-07	8.2614e-07	0.00028	49	6	-1.9122	1.0	1.0	1.0	17937	0	0
ALG1_choSartG00000037641	6	1.1336e-07	8.2614e-07	0.00028	50	6	-1.6086	1.0	1.0	1.0	17936	0	0
RABGGTB_choSartG00000068663	6	1.1789e-07	8.2614e-07	0.00028	51	6	-2.3619	1.0	1.0	1.0	17935	0	0
NA_choSartG00000054658	6	1.2393e-07	8.2614e-07	0.00028	52	6	-2.5989	0.99999	0.99999	1.0	17690	0	0
RPL12_choSartG00000035855	6	1.3201e-07	8.2614e-07	0.00028	53	6	-1.8791	1.0	1.0	1.0	17934	0	0
CgPICR_001448_choSartG00000032998	6	1.4258e-07	1.1015e-06	0.000367	54	6	-2.2624	1.0	1.0	1.0	17933	0	0
